0.679,0.431,0.407,0.26,0.321,0.116,0.049,0.03,0.011,1
0.639,0.461,0.402,0.318,0.311,0.132,0.036,0.024,0.01,1
0.564,0.54,0.496,0.246,0.256,0.125,0.037,0.024,0.009,1
0.57,0.444,0.554,0.245,0.307,0.12,0.04,0.02,0.013,1
0.604,0.493,0.468,0.282,0.286,0.105,0.033,0.021,0.01,1
0.682,0.441,0.468,0.223,0.232,0.107,0.049,0.042,0.039,1
0.585,0.516,0.489,0.253,0.274,0.1,0.056,0.025,0.01,1
0.515,0.495,0.505,0.266,0.373,0.147,0.052,0.026,0.008,1
0.534,0.512,0.522,0.284,0.288,0.121,0.048,0.028,0.01,1
0.64,0.506,0.448,0.246,0.247,0.105,0.038,0.02,0.007,1
0.527,0.536,0.524,0.278,0.26,0.111,0.047,0.022,0.011,1
0.527,0.586,0.473,0.299,0.235,0.091,0.037,0.024,0.01,1
0.605,0.482,0.504,0.274,0.233,0.125,0.044,0.024,0.01,1
0.552,0.515,0.526,0.297,0.231,0.095,0.049,0.023,0.01,1
0.609,0.477,0.525,0.243,0.237,0.092,0.043,0.023,0.01,1
0.598,0.513,0.493,0.281,0.21,0.097,0.051,0.025,0.01,1
0.491,0.631,0.49,0.257,0.205,0.103,0.038,0.026,0.009,1
0.599,0.517,0.473,0.259,0.256,0.118,0.041,0.031,0.015,1
0.733,0.45,0.424,0.196,0.177,0.089,0.042,0.027,0.012,1
0.708,0.445,0.442,0.202,0.219,0.114,0.053,0.024,0.017,1
0.637,0.458,0.484,0.232,0.269,0.143,0.049,0.023,0.007,1
0.542,0.495,0.555,0.253,0.274,0.097,0.056,0.022,0.011,1
0.6,0.487,0.52,0.252,0.24,0.097,0.042,0.02,0.009,1
0.603,0.491,0.533,0.238,0.214,0.081,0.043,0.019,0.013,1
0.627,0.513,0.481,0.241,0.216,0.078,0.038,0.021,0.016,1
0.551,0.531,0.517,0.222,0.28,0.121,0.061,0.03,0.01,1
0.556,0.499,0.554,0.263,0.223,0.109,0.053,0.025,0.009,1
0.575,0.492,0.523,0.286,0.245,0.094,0.049,0.026,0.007,1
0.57,0.473,0.538,0.327,0.214,0.08,0.043,0.023,0.014,1
0.592,0.524,0.483,0.291,0.218,0.08,0.048,0.022,0.009,1
0.538,0.416,0.558,0.348,0.3,0.102,0.062,0.034,0.023,1
0.57,0.517,0.507,0.288,0.244,0.08,0.04,0.023,0.008,1
0.552,0.528,0.49,0.308,0.265,0.094,0.05,0.024,0.011,1
0.618,0.476,0.447,0.318,0.282,0.096,0.042,0.021,0.011,1
0.553,0.469,0.538,0.31,0.28,0.082,0.048,0.027,0.013,1
0.615,0.43,0.526,0.282,0.27,0.07,0.041,0.022,0.013,1
0.667,0.464,0.435,0.257,0.274,0.085,0.037,0.025,0.018,1
0.668,0.444,0.485,0.251,0.226,0.072,0.033,0.022,0.011,1
0.581,0.409,0.589,0.261,0.265,0.086,0.035,0.027,0.009,1
0.576,0.451,0.575,0.219,0.275,0.098,0.038,0.026,0.009,1
0.497,0.571,0.549,0.235,0.244,0.083,0.041,0.026,0.014,1
0.49,0.572,0.558,0.239,0.238,0.072,0.041,0.022,0.009,1
0.533,0.512,0.567,0.287,0.202,0.087,0.037,0.021,0.009,1
0.594,0.549,0.466,0.261,0.231,0.079,0.038,0.021,0.01,1
0.604,0.526,0.486,0.27,0.204,0.08,0.037,0.018,0.01,1
0.616,0.481,0.437,0.284,0.32,0.102,0.054,0.027,0.016,1
0.609,0.41,0.487,0.321,0.324,0.113,0.044,0.029,0.01,1
0.601,0.466,0.489,0.299,0.286,0.095,0.04,0.026,0.009,1
0.576,0.531,0.453,0.308,0.279,0.081,0.035,0.021,0.011,1
0.511,0.591,0.475,0.259,0.294,0.095,0.03,0.021,0.008,1
0.572,0.527,0.476,0.25,0.31,0.088,0.032,0.026,0.009,1
0.59,0.53,0.482,0.254,0.253,0.093,0.035,0.029,0.016,1
0.562,0.564,0.472,0.273,0.251,0.07,0.031,0.022,0.01,1
0.789,0.448,0.334,0.182,0.17,0.051,0.022,0.014,0.006,1
0.837,0.372,0.296,0.196,0.177,0.053,0.02,0.014,0.007,1
0.699,0.43,0.353,0.224,0.192,0.185,0.166,0.165,0.163,1
0.765,0.419,0.381,0.245,0.167,0.073,0.027,0.019,0.011,1
0.684,0.452,0.455,0.25,0.218,0.094,0.036,0.024,0.011,1
0.627,0.433,0.514,0.289,0.248,0.087,0.045,0.026,0.018,1
0.661,0.455,0.461,0.258,0.256,0.098,0.038,0.017,0.007,1
0.546,0.375,0.527,0.344,0.352,0.194,0.05,0.032,0.018,1
0.572,0.47,0.549,0.276,0.243,0.108,0.039,0.028,0.014,1
0.633,0.478,0.47,0.277,0.249,0.095,0.036,0.024,0.015,1
0.674,0.479,0.447,0.273,0.189,0.074,0.032,0.018,0.011,1
0.716,0.452,0.445,0.197,0.199,0.068,0.026,0.021,0.013,1
0.657,0.522,0.405,0.224,0.271,0.082,0.025,0.014,0.008,1
0.625,0.481,0.53,0.216,0.21,0.07,0.027,0.013,0.009,1
0.614,0.48,0.445,0.284,0.328,0.079,0.031,0.015,0.008,1
0.546,0.447,0.47,0.361,0.352,0.154,0.046,0.02,0.012,1
0.615,0.525,0.445,0.264,0.269,0.076,0.03,0.015,0.007,1
0.646,0.409,0.524,0.269,0.243,0.091,0.032,0.016,0.01,1
0.704,0.448,0.419,0.223,0.263,0.089,0.027,0.016,0.01,1
0.642,0.464,0.431,0.3,0.294,0.093,0.027,0.016,0.008,1
0.638,0.467,0.478,0.238,0.282,0.085,0.037,0.024,0.019,1
0.678,0.46,0.446,0.227,0.262,0.093,0.031,0.017,0.012,1
0.666,0.433,0.504,0.236,0.222,0.091,0.031,0.015,0.007,1
0.702,0.393,0.478,0.247,0.235,0.083,0.027,0.022,0.011,1
0.648,0.412,0.505,0.326,0.2,0.089,0.035,0.018,0.007,1
0.627,0.47,0.535,0.24,0.185,0.083,0.025,0.017,0.006,1
0.567,0.468,0.531,0.306,0.272,0.085,0.031,0.02,0.01,1
0.689,0.429,0.471,0.249,0.222,0.084,0.026,0.018,0.007,1
0.676,0.418,0.461,0.265,0.276,0.084,0.03,0.022,0.016,1
0.711,0.456,0.424,0.225,0.217,0.086,0.033,0.029,0.023,1
0.685,0.393,0.509,0.232,0.235,0.082,0.028,0.016,0.006,1
0.655,0.476,0.455,0.261,0.245,0.094,0.03,0.015,0.008,1
0.66,0.451,0.479,0.266,0.228,0.084,0.027,0.016,0.008,1
0.488,0.443,0.571,0.351,0.326,0.097,0.03,0.016,0.011,1
0.59,0.443,0.48,0.319,0.334,0.1,0.038,0.028,0.017,1
0.4,0.439,0.59,0.416,0.335,0.103,0.037,0.027,0.019,1
0.594,0.453,0.489,0.332,0.281,0.107,0.04,0.024,0.014,1
0.497,0.497,0.546,0.32,0.31,0.086,0.034,0.017,0.008,1
0.634,0.477,0.481,0.261,0.243,0.102,0.029,0.015,0.008,1
0.642,0.421,0.534,0.235,0.24,0.09,0.04,0.04,0.029,1
0.599,0.579,0.453,0.173,0.246,0.094,0.033,0.017,0.007,1
0.706,0.478,0.431,0.185,0.215,0.076,0.03,0.02,0.016,1
0.684,0.455,0.484,0.229,0.185,0.059,0.023,0.017,0.008,1
0.603,0.489,0.489,0.296,0.253,0.068,0.023,0.018,0.006,1
0.609,0.452,0.528,0.268,0.258,0.075,0.038,0.031,0.026,1
0.659,0.496,0.473,0.226,0.196,0.064,0.03,0.025,0.021,1
0.682,0.514,0.427,0.244,0.158,0.059,0.019,0.011,0.007,1
0.766,0.426,0.384,0.227,0.169,0.058,0.018,0.01,0.009,1
0.631,0.563,0.425,0.247,0.195,0.061,0.028,0.017,0.016,1
0.705,0.466,0.443,0.228,0.178,0.066,0.035,0.025,0.019,1
0.629,0.446,0.546,0.241,0.197,0.083,0.041,0.035,0.032,1
0.635,0.509,0.472,0.272,0.18,0.08,0.037,0.02,0.019,1
0.563,0.425,0.415,0.312,0.325,0.196,0.17,0.171,0.172,1
0.541,0.464,0.532,0.296,0.333,0.098,0.028,0.022,0.008,1
0.524,0.416,0.53,0.371,0.355,0.083,0.03,0.02,0.008,1
0.695,0.512,0.395,0.239,0.188,0.07,0.027,0.019,0.013,1
0.699,0.473,0.438,0.228,0.194,0.072,0.023,0.015,0.011,1
0.67,0.458,0.487,0.226,0.221,0.06,0.026,0.013,0.007,1
0.608,0.54,0.476,0.224,0.233,0.079,0.028,0.018,0.011,1
0.676,0.479,0.425,0.253,0.24,0.096,0.027,0.013,0.006,1
0.602,0.42,0.544,0.304,0.249,0.102,0.026,0.016,0.01,1
0.485,0.454,0.532,0.366,0.35,0.129,0.032,0.026,0.011,1
0.533,0.465,0.514,0.338,0.334,0.093,0.03,0.014,0.007,1
0.555,0.452,0.575,0.294,0.254,0.072,0.025,0.014,0.008,1
0.556,0.522,0.516,0.293,0.243,0.074,0.021,0.019,0.013,1
0.602,0.447,0.547,0.269,0.236,0.097,0.026,0.019,0.01,1
0.645,0.471,0.485,0.288,0.197,0.062,0.028,0.017,0.013,1
0.587,0.502,0.491,0.281,0.277,0.074,0.023,0.016,0.007,1
0.659,0.515,0.445,0.243,0.196,0.063,0.027,0.017,0.008,1
0.648,0.422,0.511,0.285,0.233,0.068,0.026,0.017,0.007,1
0.725,0.412,0.414,0.271,0.23,0.076,0.023,0.021,0.006,1
0.654,0.478,0.487,0.219,0.232,0.068,0.027,0.014,0.006,1
0.573,0.488,0.425,0.391,0.298,0.096,0.029,0.027,0.017,1
0.659,0.439,0.423,0.312,0.299,0.08,0.029,0.022,0.011,1
0.671,0.463,0.47,0.239,0.222,0.076,0.025,0.018,0.016,1
0.716,0.479,0.417,0.213,0.183,0.062,0.028,0.019,0.012,1
0.664,0.498,0.458,0.239,0.198,0.06,0.022,0.018,0.007,1
0.559,0.542,0.453,0.296,0.302,0.093,0.022,0.028,0.008,1
0.625,0.497,0.469,0.277,0.247,0.066,0.023,0.02,0.008,1
0.664,0.406,0.451,0.268,0.334,0.081,0.03,0.032,0.013,1
0.715,0.382,0.478,0.266,0.196,0.071,0.022,0.017,0.005,1
0.603,0.56,0.427,0.303,0.202,0.078,0.024,0.015,0.005,1
0.548,0.464,0.51,0.332,0.319,0.101,0.033,0.022,0.017,1
0.588,0.439,0.424,0.378,0.347,0.127,0.034,0.02,0.008,1
0.618,0.386,0.451,0.362,0.356,0.083,0.025,0.016,0.006,1
0.72,0.401,0.383,0.308,0.264,0.079,0.036,0.031,0.02,1
0.583,0.388,0.481,0.381,0.342,0.12,0.035,0.024,0.016,1
0.644,0.446,0.44,0.307,0.295,0.098,0.028,0.023,0.015,1
0.496,0.473,0.478,0.412,0.346,0.105,0.027,0.021,0.006,1
0.644,0.449,0.392,0.326,0.326,0.123,0.032,0.023,0.017,1
0.591,0.396,0.436,0.446,0.303,0.109,0.025,0.017,0.008,1
0.711,0.415,0.385,0.309,0.266,0.082,0.024,0.019,0.014,1
0.647,0.493,0.389,0.315,0.28,0.09,0.033,0.024,0.019,1
0.641,0.525,0.461,0.218,0.22,0.07,0.021,0.014,0.007,1
0.676,0.501,0.424,0.27,0.184,0.07,0.024,0.015,0.011,1
0.619,0.557,0.429,0.259,0.213,0.091,0.026,0.02,0.009,1
0.658,0.459,0.475,0.29,0.198,0.077,0.026,0.023,0.014,1
0.687,0.418,0.43,0.296,0.269,0.087,0.023,0.018,0.012,1
0.559,0.491,0.409,0.429,0.28,0.121,0.032,0.023,0.009,1
0.466,0.385,0.509,0.521,0.288,0.137,0.04,0.024,0.008,1
0.595,0.445,0.442,0.406,0.27,0.107,0.046,0.029,0.022,1
0.47,0.447,0.5,0.466,0.309,0.113,0.046,0.023,0.018,1
0.595,0.466,0.477,0.307,0.292,0.109,0.062,0.058,0.054,1
0.708,0.457,0.394,0.281,0.217,0.083,0.031,0.021,0.015,1
0.727,0.467,0.359,0.264,0.216,0.085,0.022,0.02,0.014,1
0.683,0.45,0.442,0.276,0.227,0.082,0.022,0.021,0.014,1
0.72,0.462,0.402,0.246,0.203,0.066,0.024,0.016,0.008,1
0.646,0.445,0.49,0.286,0.239,0.073,0.023,0.018,0.012,1
0.68,0.496,0.399,0.273,0.229,0.068,0.021,0.015,0.008,1
0.682,0.418,0.456,0.276,0.259,0.087,0.024,0.017,0.014,1
0.635,0.486,0.472,0.285,0.224,0.074,0.023,0.014,0.007,1
0.611,0.48,0.486,0.304,0.237,0.101,0.027,0.02,0.01,1
0.622,0.503,0.494,0.244,0.219,0.087,0.024,0.013,0.007,1
0.643,0.465,0.472,0.319,0.196,0.082,0.024,0.018,0.01,1
0.76,0.384,0.407,0.256,0.174,0.104,0.032,0.017,0.01,1
0.604,0.51,0.494,0.256,0.214,0.134,0.036,0.022,0.011,1
0.589,0.502,0.486,0.302,0.243,0.105,0.04,0.029,0.023,1
0.534,0.573,0.469,0.281,0.25,0.151,0.041,0.022,0.011,1
0.681,0.479,0.398,0.302,0.215,0.094,0.032,0.023,0.011,1
0.696,0.474,0.405,0.289,0.189,0.083,0.022,0.016,0.009,1
0.571,0.423,0.5,0.383,0.296,0.1,0.027,0.022,0.008,1
0.422,0.461,0.553,0.438,0.322,0.083,0.029,0.018,0.007,1
0.632,0.46,0.43,0.355,0.263,0.088,0.026,0.016,0.009,1
0.665,0.455,0.472,0.259,0.231,0.081,0.026,0.015,0.009,1
0.679,0.495,0.434,0.253,0.186,0.077,0.026,0.015,0.009,1
0.656,0.481,0.455,0.29,0.198,0.086,0.028,0.015,0.01,1
0.664,0.437,0.446,0.299,0.26,0.104,0.03,0.016,0.006,1
0.559,0.493,0.475,0.317,0.32,0.118,0.038,0.023,0.012,1
0.605,0.475,0.448,0.306,0.309,0.127,0.048,0.029,0.015,1
0.614,0.541,0.432,0.257,0.259,0.099,0.029,0.019,0.009,1
0.71,0.477,0.381,0.273,0.201,0.085,0.028,0.015,0.006,1
0.638,0.52,0.431,0.268,0.237,0.093,0.027,0.018,0.011,1
0.666,0.516,0.394,0.29,0.211,0.08,0.027,0.016,0.008,1
0.66,0.437,0.43,0.301,0.296,0.092,0.033,0.02,0.014,1
0.705,0.49,0.392,0.241,0.207,0.087,0.031,0.022,0.017,1
0.607,0.551,0.449,0.265,0.212,0.092,0.034,0.021,0.009,1
0.605,0.549,0.451,0.244,0.243,0.098,0.032,0.015,0.008,1
0.601,0.444,0.49,0.378,0.218,0.095,0.027,0.021,0.017,1
0.606,0.429,0.552,0.3,0.211,0.091,0.028,0.022,0.015,1
0.61,0.451,0.495,0.3,0.268,0.128,0.032,0.022,0.016,1
0.638,0.44,0.448,0.321,0.288,0.102,0.034,0.018,0.007,1
0.578,0.513,0.496,0.271,0.258,0.115,0.038,0.024,0.018,1
0.614,0.472,0.456,0.314,0.261,0.158,0.034,0.019,0.01,1
0.655,0.493,0.441,0.293,0.185,0.111,0.026,0.015,0.007,1
0.638,0.499,0.432,0.294,0.233,0.119,0.03,0.023,0.01,1
0.676,0.465,0.44,0.293,0.195,0.095,0.023,0.019,0.009,1
0.622,0.499,0.482,0.255,0.231,0.105,0.038,0.027,0.022,1
0.645,0.451,0.497,0.273,0.218,0.099,0.027,0.019,0.014,1
0.571,0.574,0.461,0.271,0.218,0.101,0.025,0.014,0.006,1
0.684,0.472,0.448,0.24,0.207,0.087,0.026,0.015,0.007,1
0.664,0.503,0.429,0.251,0.211,0.115,0.027,0.02,0.012,1
0.559,0.573,0.495,0.24,0.213,0.101,0.031,0.026,0.019,1
0.563,0.562,0.418,0.264,0.237,0.176,0.109,0.109,0.109,1
0.593,0.531,0.458,0.274,0.251,0.13,0.028,0.023,0.019,1
0.656,0.504,0.42,0.239,0.264,0.109,0.03,0.017,0.014,1
0.697,0.469,0.407,0.256,0.23,0.097,0.028,0.017,0.007,1
0.591,0.533,0.519,0.221,0.196,0.097,0.027,0.017,0.008,1
0.61,0.451,0.51,0.296,0.249,0.111,0.036,0.03,0.011,1
0.593,0.431,0.532,0.296,0.277,0.112,0.038,0.029,0.019,1
0.59,0.482,0.547,0.245,0.215,0.113,0.026,0.017,0.006,1
0.642,0.514,0.471,0.218,0.211,0.093,0.028,0.015,0.007,1
0.69,0.434,0.458,0.286,0.187,0.086,0.029,0.017,0.013,1
0.649,0.444,0.53,0.229,0.194,0.096,0.029,0.014,0.009,1
0.604,0.497,0.505,0.264,0.232,0.089,0.031,0.021,0.011,1
0.564,0.563,0.497,0.254,0.203,0.103,0.026,0.017,0.007,1
0.539,0.569,0.503,0.295,0.195,0.081,0.023,0.012,0.006,1
0.645,0.541,0.436,0.227,0.199,0.093,0.023,0.015,0.007,1
0.613,0.537,0.456,0.285,0.186,0.103,0.024,0.015,0.007,1
0.572,0.517,0.519,0.297,0.198,0.087,0.028,0.014,0.006,1
0.594,0.515,0.467,0.322,0.224,0.089,0.036,0.025,0.013,1
0.568,0.534,0.466,0.33,0.229,0.107,0.03,0.023,0.01,1
0.6,0.537,0.473,0.276,0.208,0.092,0.025,0.015,0.008,1
0.579,0.568,0.449,0.291,0.219,0.082,0.026,0.015,0.008,1
0.609,0.548,0.455,0.27,0.204,0.082,0.028,0.013,0.008,1
0.641,0.517,0.442,0.267,0.207,0.101,0.03,0.014,0.008,1
0.555,0.578,0.451,0.298,0.236,0.09,0.032,0.016,0.009,1
0.548,0.562,0.47,0.291,0.259,0.105,0.026,0.017,0.01,1
0.577,0.531,0.496,0.3,0.203,0.079,0.027,0.017,0.009,1
0.593,0.491,0.517,0.275,0.237,0.086,0.027,0.017,0.009,1
0.689,0.53,0.36,0.234,0.226,0.086,0.032,0.016,0.009,1
0.612,0.571,0.445,0.227,0.194,0.101,0.026,0.018,0.01,1
0.585,0.531,0.51,0.255,0.205,0.081,0.032,0.021,0.015,1
0.544,0.609,0.465,0.24,0.226,0.078,0.031,0.016,0.01,1
0.534,0.536,0.488,0.303,0.289,0.107,0.036,0.028,0.02,1
0.596,0.558,0.455,0.276,0.201,0.093,0.032,0.022,0.017,1
0.704,0.465,0.415,0.255,0.204,0.084,0.035,0.022,0.016,1
0.642,0.47,0.5,0.246,0.216,0.092,0.028,0.015,0.01,1
0.604,0.568,0.457,0.247,0.176,0.107,0.029,0.018,0.01,1
0.583,0.548,0.496,0.216,0.239,0.093,0.034,0.019,0.012,1
0.623,0.47,0.518,0.267,0.204,0.094,0.026,0.017,0.01,1
0.512,0.589,0.528,0.255,0.201,0.07,0.023,0.018,0.013,1
0.662,0.501,0.434,0.265,0.209,0.081,0.024,0.015,0.009,1
0.671,0.512,0.442,0.227,0.183,0.079,0.024,0.016,0.011,1
0.643,0.532,0.447,0.231,0.212,0.065,0.021,0.013,0.007,1
0.683,0.499,0.439,0.228,0.18,0.083,0.025,0.016,0.007,1
0.65,0.457,0.451,0.29,0.268,0.094,0.028,0.018,0.012,1
0.698,0.459,0.457,0.239,0.175,0.07,0.02,0.013,0.007,1
0.607,0.525,0.492,0.269,0.188,0.073,0.025,0.019,0.014,1
0.645,0.481,0.446,0.288,0.253,0.076,0.028,0.017,0.01,1
0.674,0.451,0.451,0.278,0.231,0.086,0.026,0.017,0.011,1
0.617,0.491,0.502,0.271,0.208,0.087,0.026,0.021,0.013,1
0.708,0.47,0.423,0.238,0.186,0.082,0.022,0.014,0.008,1
0.613,0.398,0.41,0.24,0.25,0.214,0.205,0.21,0.213,1
0.711,0.447,0.413,0.269,0.212,0.081,0.02,0.013,0.008,1
0.69,0.467,0.437,0.254,0.198,0.096,0.026,0.019,0.012,1
0.602,0.563,0.479,0.207,0.201,0.088,0.023,0.015,0.009,1
0.66,0.541,0.392,0.241,0.226,0.086,0.031,0.026,0.023,1
0.563,0.562,0.5,0.242,0.216,0.097,0.038,0.018,0.018,1
0.657,0.479,0.475,0.23,0.228,0.085,0.022,0.018,0.009,1
0.63,0.575,0.394,0.264,0.199,0.08,0.021,0.017,0.009,1
0.652,0.532,0.429,0.244,0.197,0.09,0.028,0.016,0.012,1
0.627,0.443,0.52,0.303,0.195,0.092,0.029,0.018,0.01,1
0.594,0.501,0.529,0.271,0.189,0.077,0.021,0.013,0.008,1
0.593,0.518,0.519,0.268,0.175,0.078,0.021,0.012,0.007,1
0.646,0.509,0.472,0.236,0.196,0.075,0.02,0.013,0.009,1
0.652,0.539,0.424,0.238,0.205,0.075,0.022,0.017,0.014,1
0.588,0.597,0.457,0.237,0.153,0.086,0.036,0.027,0.023,1
0.595,0.512,0.503,0.273,0.22,0.088,0.021,0.013,0.008,1
0.648,0.552,0.411,0.253,0.189,0.074,0.029,0.021,0.019,1
0.67,0.547,0.391,0.242,0.182,0.083,0.02,0.013,0.009,1
0.636,0.534,0.457,0.248,0.187,0.069,0.022,0.014,0.009,1
0.649,0.523,0.429,0.266,0.207,0.081,0.024,0.012,0.009,1
0.597,0.553,0.472,0.26,0.196,0.085,0.035,0.024,0.019,1
